APPL_ID,WATER_RIGHT_TYPE,WATER_RIGHT_STATUS_2021,WATER_RIGHT_STATUS,RIPARIAN,BASIN,MAINSTEM,MAINSTEM_RR,UPPER_RUSSIAN,PRIORITY,ASSIGNED_PRIORITY_DATE_SUB,ASSIGNED_PRIORITY_DATE_SOURCE,PRIORITY_CLASS,JAN_MEAN_DIV,FEB_MEAN_DIV,MAR_MEAN_DIV,APR_MEAN_DIV,MAY_MEAN_DIV,JUN_MEAN_DIV,JUL_MEAN_DIV,AUG_MEAN_DIV,SEP_MEAN_DIV,OCT_MEAN_DIV,NOV_MEAN_DIV,DEC_MEAN_DIV,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND,DEMAND_ZEROED_POWER,DEMAND_ZEROED_OTHER,LATITUDE,LONGITUDE,QAQC_MODIFICATION,PRIMARY_USE,YEAR_ADDED
S015196,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,9,18750101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.040918667,0.037849333,0.040918667,0.047565333,0.069152,0.141169,0.188225,0.310776333,0.33758,0.211600667,0.050634667,0.009820667,N,N,N,N,N,38.63452311,-122.6630923,Y,Irrigation,2021
S015197,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,30,19030101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.0000102,0,0.407547757,0.120013827,0.082082427,0.094879673,0.02533877,0.130315047,0.09491036,0.05956705,0.00448057,0.044191923,N,N,N,N,N,38.63452311,-122.6630923,N,Domestic,2021
S015198,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,31,19030101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.052171,0.052171,0.052171,0.057081,0.057081,0.057081,0.061378,0.061378,0.057081,0.057081,0.052171,0.052171,N,N,N,N,N,38.63452311,-122.6630923,N,Domestic,2021
S015358,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,1,18500101,YEAR_DIVERSION_COMMENCED,PRE-1914,15.8,21.86666667,7.633333333,2.166666667,8.7,13.73333333,27.4,31.06666667,17.93333333,12.56666667,13.9,28.7,N,N,N,N,N,38.6342,-122.6634,N,Irrigation,2021
S015418,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,10,18780101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.067666667,0.066666667,0.066666667,1.733333333,2.05,2.05,5.333333333,3.716666667,3.716666667,0.383333333,0.066666667,0.066666667,N,N,N,N,N,38.63452311,-122.6630923,N,Domestic,2021
S015721,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0.166666667,0.356666667,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.657547,-122.7165383,N,Frost Protection,2021
S015722,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0.766666667,1.77,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.65889937,-122.719879,N,Frost Protection,2021
S015723,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6534124,-122.7248208,N,Frost Protection,2021
S015758,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.68,0.62,0.68,0.66,0.69,0.68,0.71,0.71,0.69,0.7,0.66,0.68,N,N,N,N,N,38.69160713,-122.6687039,N,Domestic,2021
S015759,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,N,N,N,N,N,38.69062593,-122.6721984,N,Recreational,2021
S015989,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64521513,-122.680349,N,Irrigation,2021
S017281,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,6,18720101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.086246059,0.090122941,0.059229407,0.30924108,0.761829854,1.956310942,2.144024274,2.127728734,1.713766855,1.43899942,0.244784376,0.109252258,N,N,N,N,N,38.6342,-122.6734,N,Irrigation,2021
S017301,Statement of Div and Use,Claimed,Claimed,N,R_11,N,N,Y,7,18720101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.004552333,0.005943333,0.005994667,0.012408667,0.060559333,0.060631,0.087729,0.091759333,0.081652667,0.033522667,0.030729667,0.023395,N,N,N,N,N,38.6437,-122.6601,N,Domestic,2021
S020433,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.266666667,0.166666667,0.333333333,0.4,0,0,0,0,0,0,2.533333333,0.633333333,N,N,Y,N,N,38.6389,-122.6478,N,Stockwatering,2021
S021071,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.105,0.105,0.105,0.105,0,0,0,0,0,1.25,1.355,0.105,N,N,Y,N,N,38.6443,-122.724,N,Irrigation,2021
S024404,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.375632667,0.321209667,0.354353667,0.342487333,0.320391333,0.320391333,0.2761995,0.2541035,0.2541035,0.276199333,0.320391333,0.375632667,N,N,N,N,N,38.6825,-122.6546,N,Domestic,2021
S024405,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.386679333,0.364583333,0.365401667,0.375631333,0.354353667,0.343305667,0.287247333,0.2541035,0.243055333,0.276199333,0.354353667,0.408775333,N,N,N,N,N,38.6858,-122.6525,N,Domestic,2021
S027413,Statement of Div and Use,Claimed,Claimed,Y,R_11,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0.006666667,0.02,0.05,0.106666667,0.116666667,0.126666667,0.073333333,0.016666667,0,0,N,N,N,N,N,38.66204949,-122.7561498,N,Irrigation,2021
A012850,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,278,19581206,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6218,-122.7742,N,Irrigation,2021
A013716,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,108,19500502,APPLICATION_ACCEPTANCE_DATE,1950-1952,9.3,1.7,3.866666667,2.6,0,0,0,0,0,0,3.133333333,26.7,N,N,Y,N,N,38.6247,-122.6607,N,Irrigation,2021
A013967,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,125,19500927,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,N,N,N,N,N,38.58229689,-122.761262,N,Irrigation,2021
A014466,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,155,19510906,APPLICATION_ACCEPTANCE_DATE,1950-1952,0.333333333,0,0,0,0,0,0.0388725,0.0388725,0,0,0.6,0.77,N,N,N,N,N,38.6150832,-122.6531116,N,Irrigation,2021
A014735,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,162,19520331,PRIORITY_DATE,1950-1952,29.5,22.83333333,4.666666667,3.5,0,0,0,0,0,0,3.333333333,4.833333333,N,N,Y,N,N,38.6186,-122.7654,N,Irrigation,2021
A014749,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,163,19520415,APPLICATION_ACCEPTANCE_DATE,1950-1952,0.166666667,0,0.166666667,0,0,0,0,0,0,0,8.166666667,0,N,N,Y,N,N,38.6059338,-122.7580147,N,Irrigation,2021
A014841,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,167,19520605,APPLICATION_ACCEPTANCE_DATE,1950-1952,0.033333333,0,0.1,0.066666667,0,0,0,0,0,0,3.066666667,0.933333333,N,N,Y,N,N,38.63560458,-122.7558795,N,Irrigation,2021
A014842,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,168,19520605,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6268,-122.7506,N,Irrigation,2021
A014872,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,171,19520624,APPLICATION_ACCEPTANCE_DATE,1950-1952,0.733333333,0,0,0,0,0,0,0,0,0,1.466666667,1.533333333,N,N,Y,N,N,38.57234714,-122.6348815,N,Irrigation,2021
A015075,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,179,19521106,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.668055,-122.7900242,N,Irrigation,2021
A015314,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,187,19530424,APPLICATION_ACCEPTANCE_DATE,1953-1954,1.333333333,1,0,0,0,0,0,0,0.333333333,1.416666667,2.833333333,4,N,N,N,N,N,38.56921605,-122.6547907,N,Irrigation,2021
A015521,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,193,19530902,APPLICATION_ACCEPTANCE_DATE,1953-1954,27.66666667,1.166666667,26,5.966666667,0.9,0,0,0,0,0,0,3.633333333,N,N,N,N,N,38.61597758,-122.6884702,N,Irrigation,2021
A013533,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,100,19500109,APPLICATION_RECD_DATE,1950-1952,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61503777,-122.7724616,N,Irrigation,2021
A017978,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,269,19580205,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,0,8.465,8.465,8.465,8.465,8.465,8.465,0,N,N,N,N,N,38.61736006,-122.7742369,N,Irrigation,2021
A018948,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,282,19590828,APPLICATION_ACCEPTANCE_DATE,1957-1959,0.333333333,0.666666667,0.333333333,0,0,0,0,0,0,0,0.333333333,0.666666667,N,N,Y,N,N,38.60134518,-122.7457181,N,Irrigation,2021
A019140,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,285,19591218,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61470092,-122.672008,N,Stockwatering,2021
A019921,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,289,19610117,APPLICATION_ACCEPTANCE_DATE,1960-1970,1.333333333,0.666666667,0,0,0,0,0,0,0,0,0.333333333,0.666666667,N,N,Y,N,N,38.58902525,-122.647975,N,Irrigation,2021
A020333,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,291,19610731,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61597758,-122.6884702,N,Irrigation,2021
A020870,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,302,19620725,APPLICATION_ACCEPTANCE_DATE,1960-1970,2.166666667,2,1.833333333,1.666666667,0.833333333,0.5,0,0,0,0,1.166666667,1.833333333,N,N,N,N,N,38.59710082,-122.7855642,N,Irrigation,2021
A020907,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,305,19620824,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.5895411,-122.6539275,N,Recreational,2021
A020953,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,306,19620921,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0,N,N,N,N,N,38.57574803,-122.7548955,N,Irrigation,2021
A021187,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,312,19630311,APPLICATION_ACCEPTANCE_DATE,1960-1970,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,0.333333333,0.333333333,N,N,Y,N,N,38.5974971,-122.6552251,N,Domestic,2021
A021235,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,313,19630411,APPLICATION_RECD_DATE,1960-1970,3.333333333,2,1,0.333333333,0,0,0,0,0,0.666666667,1,2,N,N,Y,N,N,38.64924866,-122.7689805,N,Stockwatering,2021
A021419,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,316,19630805,APPLICATION_ACCEPTANCE_DATE,1960-1970,16.33333333,15.86666667,11.73333333,1.6,0,0,0,0,0,0,0,8.5,N,N,Y,N,N,38.61204488,-122.74723,N,Irrigation,2021
A021506,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,321,19631017,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6057628,-122.6743735,N,Stockwatering,2021
A021674,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,327,19640305,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0.433333333,0.633333333,0.833333333,0,0,0,0,0,N,N,N,N,N,38.62616993,-122.770832,N,Irrigation,2021
A021783A,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,331,19640522,APPLICATION_RECD_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.60997428,-122.7699569,N,Irrigation,2021
A021783B,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,332,19640522,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0.166666667,0.333333333,0.733333333,0.5,0.233333333,1.166666667,0,0,N,N,N,N,N,38.61111418,-122.7636695,N,Irrigation,2021
A021925,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,337,19641008,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.59642618,-122.7838072,N,Domestic,2021
A022145,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,351,19650510,APPLICATION_RECD_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.66852383,-122.8017634,N,Irrigation,2021
A022432,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,358,19660329,APPLICATION_ACCEPTANCE_DATE,1960-1970,0.133333333,0,0,0,0,0,0,0,0,0.066666667,0.333333333,0,N,N,Y,N,N,38.5811351,-122.7708701,N,Irrigation,2021
A022445,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,360,19660411,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61054658,-122.7664633,N,Irrigation,2021
A023086,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,374,19680716,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0.2,0,0.186666667,0,N,N,N,N,N,38.58565114,-122.7522014,N,Recreational,2021
A023092,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,375,19680722,APPLICATION_ACCEPTANCE_DATE,1960-1970,0.0000717,0.0000717,0.0000717,0,0,0,0,0,0,0.0000717,0.000092,0.000092,N,N,Y,N,N,38.58673131,-122.7550117,N,Domestic,2021
A023290,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,384,19690611,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.58254388,-122.7654627,N,Stockwatering,2021
A024017,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,442,19720404,APPLICATION_ACCEPTANCE_DATE,1971-1990,23,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.5905031,-122.6777281,N,Irrigation,2021
A024391,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,473,19730605,PRIORITY_DATE,1971-1990,0.5,0.5,0.1,0,0,0,0,0,0,0,0.146666667,0.2,N,N,Y,N,N,38.62694468,-122.7781917,N,Irrigation,2021
A024604,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,489,19740507,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0.915607667,0.704646667,2.136056667,0.969730667,0.203333333,0.133333333,0,0,N,N,N,N,N,38.64918104,-122.7791348,N,Irrigation,2021
A024682,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,493,19740829,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,1.666666667,1.666666667,1.666666667,N,N,Y,N,N,38.58412542,-122.6402339,N,Domestic,2021
A025032,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,545,19760331,APPLICATION_ACCEPTANCE_DATE,1971-1990,2.666666667,2,2,0,0,0,0,0,0,0,0,1.333333333,N,N,Y,N,N,38.614202,-122.6632534,N,Frost Protection,2021
A025282,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,556,19770307,APPLICATION_ACCEPTANCE_DATE,1971-1990,4.733333333,5.133333333,3.8,1.266666667,0,0,0,0,0,0,0.7,1,N,N,Y,N,N,38.66554676,-122.7954253,N,Irrigation,2021
A026600,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,603,19801103,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.460333,0.460333,0.460333,0.460333,0.460333,0,0,0,0,0,0,0,N,N,N,N,N,38.62097565,-122.6790677,N,Irrigation,2021
A026672,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,604,19801223,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.28,0.24,0.22,0,0,0,0,0,0,0,N,N,N,N,N,38.63196624,-122.7663435,N,Irrigation,2021
A027440,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,613,19820720,APPLICATION_ACCEPTANCE_DATE,1971-1990,1,1,1,1,0.666666667,0,0,0,0,1,1,1,N,N,N,N,N,38.58412542,-122.6402339,N,Irrigation,2021
A027596,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,621,19821123,PRIORITY_DATE,1971-1990,0,0,2.2,0.666666667,5.033333333,3.266666667,0,0,0,0,0,0,N,N,N,N,N,38.63168473,-122.7673907,N,Irrigation,2021
A027942,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,625,19840109,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.66541785,-122.794198,N,Irrigation,2021
A027943,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,626,19840109,APPLICATION_ACCEPTANCE_DATE,1971-1990,17.23333333,0,0,1.166666667,0,0,0,0,0,1.233333333,10.03333333,0,N,N,Y,N,N,38.66541785,-122.794198,Y,Irrigation,2021
A028790,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,654,19860130,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.966666667,0.966666667,0.666666667,0.266666667,0.266666667,0,0,0,0,0.033333333,0.633333333,0.766666667,N,N,N,N,N,38.64544639,-122.7750392,N,Irrigation,2021
A029108,Appropriative,Licensed,Licensed,N,R_12,N,N,Y,664,19870911,APPLICATION_ACCEPTANCE_DATE,1971-1990,2.133333333,0.8,1.386666667,0,0,0,0,0,0,0,0,0.4,N,N,Y,N,N,38.6132545,-122.6845941,N,Irrigation,2021
A030132,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,702,19920511,APPLICATION_RECD_DATE,1991-PRESENT,3.563333333,1.996666667,1,0.333333333,0,0,0,0,0,0,1,2,N,N,Y,N,N,38.64955787,-122.7637313,N,Irrigation,2021
A030815,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,733,19980309,APPLICATION_RECD_DATE,1991-PRESENT,2.666666667,3.333333333,1.333333333,0.666666667,0,0,0,0,0,0,0,1.333333333,N,N,Y,N,N,38.64952324,-122.7689835,N,Irrigation,2021
A030931,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,746,19990629,PRIORITY_DATE,1991-PRESENT,0.466666667,0,0.033333333,0,0,0,0,0,0,0,0,1.066666667,N,N,Y,N,N,38.6262,-122.7512,N,Irrigation,2021
A031050,Appropriative,Permitted,Permitted,N,R_12,N,N,Y,751,20000320,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.615,-122.7725,N,Irrigation,2021
D030727,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,731,19980225,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61939971,-122.7564077,N,Domestic,2021
D030732,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,732,19980225,APPLICATION_RECD_DATE,1991-PRESENT,0.033333333,0.933333333,0.1,0.366666667,0,0,0,0,0,0,0.566666667,0.466666667,N,N,Y,N,N,38.60715914,-122.7596026,N,Domestic,2021
D030755,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,730,19980223,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.619,-122.6537,N,Domestic,2021
D030760,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,739,19980825,PRIORITY_DATE,1991-PRESENT,0.133333333,0.1,0.133333333,0,0,0,0,0,0,0,0.1,0.2,N,N,Y,N,N,38.57789389,-122.6497979,N,Domestic,2021
D030820,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,736,19980326,PRIORITY_DATE,1991-PRESENT,1.25,1.25,1.25,1.25,1.25,0,0,0,0,1.25,1.25,1.25,N,N,N,N,N,38.6054,-122.7683,N,Domestic,2021
D030881,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,734,19980316,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.5687,-122.6449,N,Domestic,2021
D030890,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,743,19990407,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.5674,-122.6479,N,Domestic,2021
D030891,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,738,19980818,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.60514695,-122.7699328,N,Domestic,2021
D030904,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,744,19990414,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.58244787,-122.697428,N,Domestic,2021
D031390,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,764,20021016,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,2.533333333,0,N,N,Y,N,N,38.5953,-122.7906,N,Domestic,2021
D031731,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,804,20081112,APPLICATION_RECD_DATE,1991-PRESENT,,,,,,,,,,,,,Y,N,N,N,N,38.5636,-122.6341,N,Domestic,2021
D032081,Registration Domestic,Registered,Registered,N,R_12,N,N,Y,822,20130521,APPLICATION_RECD_DATE,1991-PRESENT,,,,,,,,,,,,,Y,N,N,N,N,38.573,-122.6493,N,Recreational,2021
H033072,Registration Irrigation,Registered,Registered,N,R_12,N,N,Y,873,20190917,PRIORITY_DATE,1991-PRESENT,1.83,1.83,1.83,0,0,0,0,0,0,1.83,1.83,1.83,N,N,Y,N,N,38.66852128,-122.8017641,Y,Irrigation,2021
L032032,Registration Livestock,Registered,Registered,N,R_12,N,N,Y,819,20130424,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.623,-122.7049,N,Stockwatering,2021
S004997,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61755224,-122.7448376,N,Irrigation,2021
S008703,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64943916,-122.7815888,N,Stockwatering,2021
S010999,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,1.5,0,0,0,0,0,N,N,N,N,N,38.63305532,-122.7677556,N,Irrigation,2021
S012241,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0.025666667,0.685666667,0.685666667,0.025666667,0.025666667,0.025666667,0.025666667,0.025666667,0.025666667,0.025666667,0,N,N,N,N,N,38.66980994,-122.7944221,N,Irrigation,2021
S012484,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.63473049,-122.7635724,N,Irrigation,2021
S015813,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.59,0.59,0.59,0.59,0.59,0,0,0,N,N,N,N,N,38.63196624,-122.7663435,Y,Irrigation,2021
S015833,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,1.2,0,0,0,0,0,0,0,N,N,N,N,N,38.61111418,-122.7636695,Y,Frost Protection,2021
S015840,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0.92067,0.92517,0.92067,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.62097565,-122.6790677,N,Irrigation,2021
S015850,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,4.733333333,5.133333333,3.8,1.266666667,0,0,0,0,0,0,0.7,1,N,N,Y,N,N,38.66554676,-122.7954253,N,Irrigation,2021
S015863,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,1.333333333,1.333333333,0.833333333,0,0,0,0,0,0,0,0.166666667,0.833333333,N,N,Y,N,N,38.614202,-122.6632534,N,Irrigation,2021
S015910,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,N,N,Y,N,N,38.58412542,-122.6402339,N,Irrigation,2021
S015953,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6174,-122.7743,N,Irrigation,2021
S016399,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,5.333333333,2.666666667,2,0,0,0,0,0,0,0,0,0.666666667,N,N,Y,N,N,38.6004,-122.7552,N,Recreational,2021
S016773,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,22.93333333,7.033333333,7.433333333,2,0,0,0,0,0,0,1.866666667,61.06666667,N,N,Y,N,N,38.6248,-122.6607,N,Irrigation,2021
