APPL_ID,WATER_RIGHT_TYPE,WATER_RIGHT_STATUS_2021,WATER_RIGHT_STATUS,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,ASSIGNED_PRIORITY_DATE_SUB,ASSIGNED_PRIORITY_DATE_SOURCE,PRIORITY_CLASS,JAN_MEAN_DIV,FEB_MEAN_DIV,MAR_MEAN_DIV,APR_MEAN_DIV,MAY_MEAN_DIV,JUN_MEAN_DIV_ALL,JUN_MEAN_DIV,JUL_MEAN_DIV,AUG_MEAN_DIV,SEP_MEAN_DIV,OCT_MEAN_DIV,NOV_MEAN_DIV,DEC_MEAN_DIV,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND,DEMAND_ZEROED_POWER,DEMAND_ZEROED_OTHER,LATITUDE,LONGITUDE,QAQC_MODIFICATION,PRIMARY_USE,YEAR_ADDED
L031420,Registration Livestock,Registered,Registered,N,R_01,N,Y,776,20030417,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.31,-123.21,N,Stockwatering,2021
L031422,Registration Livestock,Registered,Registered,N,R_04,N,Y,833,20140306,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.19,-123.31,N,Stockwatering,2021
L031423,Registration Livestock,Registered,Registered,N,R_04,N,Y,780,20030502,PRIORITY_DATE,1991-PRESENT,,,,,,,0,,,,,,,Y,N,N,N,N,39.19,-123.32,N,Stockwatering,2021
L031424,Registration Livestock,Registered,Registered,N,R_04,N,Y,798,20060329,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.19,-123.33,N,Stockwatering,2021
L031457,Registration Livestock,Registered,Registered,N,R_02,N,Y,785,20031014,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.33,-123.08,N,Stockwatering,2021
L031528,Registration Livestock,Registered,Registered,N,R_01,N,Y,787,20040812,PRIORITY_DATE,1991-PRESENT,1,2,2,1.7,1,0,0,0,0,0,0,0,0,N,N,N,N,N,39.23,-123.21,N,Stockwatering,2021
L031573,Registration Livestock,Registered,Registered,N,R_01,N,Y,790,20050603,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.32,-123.21,N,Stockwatering,2021
L031582,Registration Livestock,Registered,Registered,N,R_02,N,Y,791,20050805,PRIORITY_DATE,1991-PRESENT,1.27,1.23,0.7,0.53,0.33,0,0,0,0,0,0.06,0.7,0.66,N,N,N,N,N,39.35,-123.14,N,Stockwatering,2021
L031605,Registration Livestock,Registered,Registered,N,R_01,N,Y,796,20060126,PRIORITY_DATE,1991-PRESENT,0.08,0.08,0.08,0.08,0.08,0.03,0.015,0.03,0.03,0.03,0.03,0.08,0.08,N,N,N,N,N,39.21,-123.3,Y,Stockwatering,2021
L031607,Registration Livestock,Registered,Registered,N,R_04,N,Y,797,20060126,PRIORITY_DATE,1991-PRESENT,0.08,0.08,0.08,0.08,0.08,0.03,0.015,0.03,0.03,0.03,0.03,0.08,0.08,N,N,N,N,N,39.21,-123.3,Y,Stockwatering,2021
L031669,Registration Livestock,Registered,Registered,N,R_05,N,Y,803,20070821,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.09,-123.19,N,Stockwatering,2021
L031764,Registration Livestock,Registered,Registered,N,R_06,N,Y,805,20090428,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,1.5,0,N,N,Y,N,N,38.95,-123.07,N,Stockwatering,2021
L031802,Registration Livestock,Registered,Registered,N,R_14,N,N,433,20091006,APPLICATION_RECD_DATE,1991-PRESENT,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0.6,N,N,Y,N,N,38.66,-123.01,N,Stockwatering,2021
L031885,Registration Livestock,Registered,Registered,N,R_06,N,Y,810,20110426,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,6.67E-03,0.01,6.67E-03,6.67E-03,5.00E-03,8.45E-03,N,N,N,N,N,39.04,-123.26,N,Stockwatering,2021
L031908,Registration Livestock,Registered,Registered,N,R_04,N,Y,811,20111024,PRIORITY_DATE,1991-PRESENT,0.5,0.34,0.26,0.23,0.06,0,0,0,0,0,0,0.3,0.21,N,N,N,N,N,39.18,-123.23,N,Stockwatering,2021
L032006,Registration Livestock,Registered,Registered,N,R_06,N,Y,814,20130211,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0.93,0.33,N,N,Y,N,N,38.9,-123.07,N,Stockwatering,2021
L032027,Registration Livestock,Registered,Registered,N,R_06,N,Y,818,20130422,PRIORITY_DATE,1991-PRESENT,0.2,0.3,0.3,0.2,0.1,0,0,0,0,0,0,0,0.1,N,N,N,N,N,38.93,-123.03,N,Stockwatering,2021
L032032,Registration Livestock,Registered,Registered,N,R_12,N,Y,819,20130424,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.62,-122.7,N,Stockwatering,2021
L032128,Registration Livestock,Registered,Registered,N,R_06,N,Y,824,20130617,PRIORITY_DATE,1991-PRESENT,0.5,0.4,0.4,0.3,0.2,0.1,0.05,0,0,0,0,0,0.2,N,N,N,N,N,38.93,-123.04,N,Stockwatering,2021
L032146,Registration Livestock,Registered,Registered,N,R_10,N,Y,827,20130705,PRIORITY_DATE,1991-PRESENT,0.33,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.72,-122.84,N,Stockwatering,2021
L032147,Registration Livestock,Registered,Registered,N,R_08,N,Y,828,20130705,PRIORITY_DATE,1991-PRESENT,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.73,-122.83,N,Stockwatering,2021
L032148,Registration Livestock,Registered,Registered,N,R_10,N,Y,829,20130705,PRIORITY_DATE,1991-PRESENT,0.33,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.73,-122.84,N,Stockwatering,2021
L032271,Registration Livestock,Registered,Registered,N,R_02_MSRR,Y,Y,835,20140611,PRIORITY_DATE,1991-PRESENT,0,0,0,0,2.65E-04,5.23E-05,0.00002615,4.78E-03,0.02,0.03,0.02,3.57E-03,0,N,N,N,N,N,39.34,-123.12,N,Stockwatering,2021
L032279,Registration Livestock,Registered,Registered,N,R_01,N,Y,836,20140710,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.25,-123.25,N,Stockwatering,2021
L032735,Registration Livestock,Registered,Registered,N,R_16,N,N,450,20161018,PRIORITY_DATE,1991-PRESENT,7.8,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.64,-122.85,N,Stockwatering,2021
L032966,Registration Livestock,NA,Registered,N,R_27,N,N,457,20180911,PRIORITY_DATE,1991-PRESENT,,,,,,,0,,,,,,,Y,N,N,N,N,38.37,-122.62,N,Stockwatering,2022
S000093,Statement of Div and Use,Claimed,Claimed,Y,R_27,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.66,0.33,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.45,-122.59,N,Irrigation,2021
S000113,Statement of Div and Use,Claimed,Claimed,N,R_22,N,N,28,19140101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.22,0.16,0.22,0.22,0.13,0.08,0.04,0.09,0.09,0.08,0.11,0.17,0.18,N,N,N,N,N,38.78,-123.05,N,Irrigation,2021
S000114,Statement of Div and Use,Claimed,Claimed,N,R_09,N,Y,48,19140101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.22,0.16,0.22,0.22,0.13,0.08,0.04,0.09,0.09,0.08,0.11,0.17,0.18,N,N,N,N,N,38.78,-123.05,N,Irrigation,2021
S000115,Statement of Div and Use,Claimed,Claimed,N,R_09,N,Y,49,19140101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.11,0.08,0.11,0.11,0.09,0.05,0.025,0.05,0.05,0.05,0.05,0.08,0.09,N,N,N,N,N,38.78,-123.05,N,Irrigation,2021
S000116,Statement of Div and Use,Claimed,Claimed,N,R_22,N,N,29,19140101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.11,0.08,0.1,0.09,0.07,0.04,0.02,0.04,0.04,0.04,0.04,0.07,0.07,N,N,N,N,N,38.78,-123.05,N,Domestic,2021
S000549,Statement of Div and Use,Claimed,Claimed,Y,R_25,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.45,-122.82,N,Irrigation,2021
S000632,Statement of Div and Use,Claimed,Claimed,Y,R_26,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.44,-122.79,N,Irrigation,2021
S000652,Statement of Div and Use,Claimed,Claimed,Y,R_14,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,6.00E-06,1.20E-05,0.000006,1.20E-05,1.20E-05,1.20E-05,6.00E-06,0,0,N,N,N,N,N,38.73,-122.98,Y,Irrigation,2021
S001181,Statement of Div and Use,Claimed,Claimed,Y,R_21,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.49,-123.08,N,Irrigation,2021
S002059,Statement of Div and Use,Claimed,Claimed,Y,R_06,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.98,-123.16,N,Irrigation,2021
S002341,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.1,-123.17,N,Irrigation,2021
S002378,Statement of Div and Use,Claimed,Claimed,Y,R_17,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.59,-122.81,N,Irrigation,2021
S002379,Statement of Div and Use,Claimed,Claimed,Y,R_12_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.6,-122.8,N,Stockwatering,2021
S002720,Statement of Div and Use,Claimed,Claimed,Y,R_18,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,2.03E-05,2.03E-05,5.10E-05,6.63E-05,1.23E-04,1.28E-04,0.000064,1.28E-04,1.28E-04,9.23E-05,6.63E-05,5.63E-05,5.10E-05,N,N,N,N,N,38.44,-122.89,N,Irrigation,2021
S002929,Statement of Div and Use,Claimed,Claimed,Y,R_27,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,,,,,,,0,,,,,,,Y,N,N,N,N,38.46,-122.65,N,Irrigation,2021
S003106,Statement of Div and Use,Claimed,Claimed,Y,R_18,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.36,0.36,0.36,0.36,0.46,0.55,0.275,0.69,0.69,0.69,0.36,0.36,0.36,N,N,N,N,N,38.44,-122.89,N,Irrigation,2021
S004241,Statement of Div and Use,Claimed,Claimed,Y,R_04,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.16,-123.06,N,Recreational,2021
S004341,Statement of Div and Use,Claimed,Claimed,Y,R_21,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,1.02E-03,2.15E-03,1.53E-03,0,0,0,N,N,N,N,N,38.45,-123.09,N,Irrigation,2021
S004345,Statement of Div and Use,Claimed,Claimed,N,R_15_MSDC,Y,N,1,18500101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0.44,1.33,0.665,1.33,1.33,2.66,67.55,0.44,0,N,N,N,N,N,38.66,-122.94,Y,Irrigation,2021
S004347,Statement of Div and Use,Claimed,Claimed,Y,R_14_MSDC,Y,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.59,1.69,0.845,1.99,2.3,2.47,1.65,0,0,N,N,N,N,N,38.7,-122.97,N,Irrigation,2021
S004460,Statement of Div and Use,Claimed,Claimed,Y,R_21,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.45,-123.09,N,Irrigation,2021
S004711,Statement of Div and Use,Claimed,Claimed,N,R_27,N,N,8,18730101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.45,-122.66,N,Recreational,2021
S004997,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.61,-122.74,N,Irrigation,2021
S005225,Statement of Div and Use,Claimed,Claimed,Y,R_15_MSDC,Y,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.47,1.05,0.525,1.05,1.05,1.05,0.47,0,0,N,N,N,N,N,38.7,-122.95,N,Irrigation,2021
S005226,Statement of Div and Use,Claimed,Claimed,Y,R_15_MSDC,Y,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.4,1.04,0.52,1.04,1.04,1.04,0.4,0,0,N,N,N,N,N,38.69,-122.95,N,Irrigation,2021
S006298,Statement of Div and Use,Claimed,Claimed,Y,R_09,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.77,-123,N,Irrigation,2021
S006491,Statement of Div and Use,Claimed,Claimed,Y,R_09,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,6.67E-03,6.67E-03,6.67E-03,6.67E-03,0.33,0.33,0.165,0.33,0.33,0.33,6.67E-03,6.67E-03,6.67E-03,N,N,N,N,N,38.76,-123.01,N,Irrigation,2021
S008071,Statement of Div and Use,Claimed,Claimed,Y,R_02_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.63,18.36,9.18,29.06,28.53,13.46,8.9,4.5,0,N,N,N,N,N,39.3,-123.1,N,Irrigation,2021
S008074,Statement of Div and Use,Claimed,Claimed,Y,R_06_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.02,-123.13,N,Irrigation,2021
S008075,Statement of Div and Use,Claimed,Claimed,Y,R_05_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,,,,,,,0,,,,,,,Y,N,N,N,N,39.1,-123.17,N,Irrigation,2021
S008080,Statement of Div and Use,Claimed,Claimed,Y,R_01,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.26,-123.21,N,Irrigation,2021
S008081,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04,-123.15,N,Irrigation,2021
S008082,Statement of Div and Use,Claimed,Claimed,Y,R_05_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.05,-123.14,N,Irrigation,2021
S008118,Statement of Div and Use,Claimed,Claimed,Y,R_09,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,,,,,,,0,,,,,,,Y,N,N,N,N,38.76,-123,N,Domestic,2021
S008121,Statement of Div and Use,Claimed,Claimed,Y,R_09,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.74,-122.98,N,Irrigation,2021
S008122,Statement of Div and Use,Claimed,Claimed,Y,R_09,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.74,-122.98,N,Irrigation,2021
S008128,Statement of Div and Use,Claimed,Claimed,Y,R_12_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,3.89,2.63,1.315,13.81,13.34,7.01,4.85,11.24,0,N,N,N,N,N,38.6,-122.78,N,Irrigation,2021
S008184,Statement of Div and Use,Claimed,Claimed,Y,R_02_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0.76,0,0.76,0.38,0.56,0,0,0.7,0,0,N,N,N,N,N,39.31,-123.1,N,Irrigation,2021
S008348,Statement of Div and Use,Claimed,Claimed,Y,R_06,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.97,-123.08,N,Irrigation,2021
S008380,Statement of Div and Use,Claimed,Claimed,N,R_05,N,Y,38,19100101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0.4,0.48,0.24,0.47,0.49,0.48,0.38,0,0,N,N,N,N,N,39.09,-123.21,Y,Irrigation,2021
S008384,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.09,-123.21,N,Irrigation,2021
S008392,Statement of Div and Use,Claimed,Claimed,Y,R_04,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,1.11,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.18,-123.22,N,Irrigation,2021
S008430,Statement of Div and Use,Claimed,Claimed,N,R_09_MSRR,Y,Y,11,18810101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.76,-122.97,N,Irrigation,2021
S008451,Statement of Div and Use,Claimed,Claimed,Y,R_02,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.33,-123.12,N,Irrigation,2021
S008453,Statement of Div and Use,Claimed,Claimed,Y,R_02,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,1.06,2.13,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.33,-123.11,N,Irrigation,2021
S008502,Statement of Div and Use,Claimed,Claimed,Y,R_18,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.43,-122.89,N,Irrigation,2021
S008582,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,5.73E-05,5.73E-05,5.73E-05,5.73E-05,4.86E-04,4.86E-04,0.000242834,4.86E-04,4.86E-04,4.86E-04,4.86E-04,5.73E-05,5.73E-05,N,N,N,N,N,38.56,-123.1,N,Irrigation,2021
S008583,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.56,-123.1,N,Irrigation,2021
S008584,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.56,-123.1,N,Irrigation,2021
S008585,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.56,-123.1,N,Irrigation,2021
S008586,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,3.07E-04,3.07E-04,1.23E-03,1.53E-03,0.000767334,1.79E-03,1.79E-03,1.74E-03,1.13E-03,2.05E-04,2.05E-04,N,N,N,N,N,38.56,-123.1,N,Irrigation,2021
S008587,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.56,-123.1,N,Irrigation,2021
S008588,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,4.09E-04,4.09E-04,1.02E-03,1.02E-03,3.79E-03,3.79E-03,0.0018925,3.79E-03,3.79E-03,2.76E-03,1.84E-03,5.63E-04,5.63E-04,N,N,N,N,N,38.56,-123.1,N,Irrigation,2021
S008589,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.02,0.01,0.02,0.05,0.06,0.05,0.025,0.05,0.06,0.05,0.06,0.03,0.02,N,N,N,N,N,38.56,-123.1,N,Irrigation,2021
S008590,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,1.03E-03,1.03E-03,1.14E-03,1.89E-03,3.58E-03,3.58E-03,0.001790334,3.58E-03,3.58E-03,2.56E-03,2.25E-03,8.80E-04,8.80E-04,N,N,N,N,N,38.56,-123.09,N,Irrigation,2021
S008591,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,7.77E-03,7.77E-03,7.77E-03,9.10E-03,0.01,0.01,0.005,0.01,0.01,0.01,0.01,7.77E-03,7.77E-03,N,N,N,N,N,38.57,-123.09,N,Irrigation,2021
S008592,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.02,0.02,0.02,0.02,0.01,0.01,0.005,0.01,0.01,0.01,0.01,0.02,0.02,N,N,N,N,N,38.56,-123.1,N,Irrigation,2021
S008593,Statement of Div and Use,Claimed,Claimed,Y,R_20,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.08,0.08,0.08,0.18,0.21,0.28,0.14,0.26,0.25,0.25,0.12,0.09,0.09,N,N,N,N,N,38.57,-123.09,N,Irrigation,2021
S008596,Statement of Div and Use,Claimed,Claimed,Y,R_04_MSRR,Y,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,1.17,0.2,0,0.84,0.42,3.22,0,0,0,0,0,N,N,N,N,N,39.13,-123.18,N,Domestic,2021
S008628,Statement of Div and Use,Claimed,Claimed,N,R_12_MSRR,Y,Y,4,18690101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.63,1.15,0.8,1.58,3.43,3.69,1.845,4.4,4.32,3.95,2.83,1.92,0.84,N,N,N,N,N,38.64,-122.8,N,Domestic,2021
S008659,Statement of Div and Use,Claimed,Claimed,Y,R_01,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.24,-123.2,N,Irrigation,2021
S008661,Statement of Div and Use,Claimed,Claimed,Y,R_15_MSDC,Y,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,N,N,N,N,N,38.65,-122.92,N,Irrigation,2021
S008664,Statement of Div and Use,Claimed,Claimed,Y,R_15_MSDC,Y,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.66,-122.94,N,Domestic,2021
S008703,Statement of Div and Use,Claimed,Claimed,Y,R_12,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64,-122.78,N,Stockwatering,2021
S008709,Statement of Div and Use,Claimed,Claimed,N,R_18,N,N,14,19000101,YEAR_DIVERSION_COMMENCED,PRE-1914,,,,,,,0,,,,,,,Y,N,N,N,N,38.43,-122.89,N,Irrigation,2021
S008714,Statement of Div and Use,Claimed,Claimed,N,R_02,N,Y,18,19000101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.27,-123.1,N,Domestic,2021
S008765,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,1.55,1.98,0.99,2.33,7.99,1.79,1.5,1.1,0,N,N,N,N,N,39.09,-123.21,N,Irrigation,2021
S008766,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,1.15,2.02,1.01,4.79,1.84,1.23,0.73,0,0,N,N,N,N,N,39.09,-123.21,Y,Irrigation,2021
S008824,Statement of Div and Use,Claimed,Claimed,Y,R_01,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,,,,,,,0,,,,,,,Y,N,N,N,N,39.25,-123.2,N,Irrigation,2021
S008910,Statement of Div and Use,Claimed,Claimed,Y,R_04,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,1.53E-03,0.000767167,0.01,0.01,0.01,0,0,0,N,N,N,N,N,39.14,-123.16,N,Irrigation,2021
S009040,Statement of Div and Use,Claimed,Claimed,N,R_16,N,N,25,19100101,YEAR_DIVERSION_COMMENCED,PRE-1914,0.13,0.13,0.13,0.13,0.13,0.16,0.08,0.16,0.16,0.16,0.16,0.13,0.13,N,N,N,N,N,38.59,-122.9,N,Domestic,2021
S009045,Statement of Div and Use,Claimed,Claimed,N,R_16,N,N,7,18700101,YEAR_DIVERSION_COMMENCED,PRE-1914,,,,,,,0,,,,,,,Y,N,N,N,N,38.59,-122.9,N,Domestic,2021
S009054,Statement of Div and Use,Claimed,Claimed,N,R_21_MSRR,Y,N,22,19050101,YEAR_DIVERSION_COMMENCED,PRE-1914,11.99,10.64,12.26,11.78,15.12,19.87,9.935,23.22,23.68,20.52,16.57,14.14,12.54,N,N,N,N,N,38.47,-123.01,N,Municipal,2021
S009055,Statement of Div and Use,Claimed,Claimed,N,R_19_MSRR,Y,N,20,19010101,YEAR_DIVERSION_COMMENCED,PRE-1914,37.5,32.94,40.14,36.58,42.16,45.79,22.895,54.47,53.18,46.86,42.31,37.15,33.66,N,N,N,N,N,38.51,-122.98,N,Municipal,2021
S009073,Statement of Div and Use,Claimed,Claimed,N,R_21,N,N,23,19060101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0,0,0,0,0.83,5.06,4.02,4.04,0.28,N,N,N,N,N,38.41,-122.95,N,Recreational,2021
S009168,Statement of Div and Use,Claimed,Claimed,Y,R_16,N,N,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.57,-122.89,N,Irrigation,2021
